yyyy/mmdd(or -ddd)/hh.h):2000/ 101/12.0LT  geog Lat/Long/Alt=-25.0/ 125.0/ 300.0

NeQuick is used for topside Ne profile
URSI maps are used for the F2 peak density (NmF2)
foF2 STORM model is turned on 
Shubin2015model is used for F2 peak height (hmF2)
ABT-2009 option is used for the bottomside thickness parameter B0
Scotto-97 no L   option is used for the F1 occurrence probability
foE auroral storm model is turned off
IRI-1990   option is used for D-region
TBT-2012 with solar dependence is used for the electron temperature
RBV10+TBT15 option is used for ion composition
CGM coordinates not computed
auroral boundaries not computed

Peak Densities/cm-3: NmF2=1103864.4   NmF1= 382225.0   NmE= 198433.7
Peak Heights/km:     hmF2=   321.64   hmF1=   194.04   hmE=   110.00

Solar Zenith Angle/degree                               2.2
Dip (Magnetic Inclination)/degree                     -58.20
Modip (Modified Dip)/degree                           -46.86
Solar Sunspot Number (12-months running mean) Rz12    112.1           
Ionospheric-Effective Solar Index IG12                126.4           
Solar radio flux F10.7 (daily)                        125.6           
Solar radio flux F10.7 (81-day average)               158.6           

TEC [1.E16 m-2] is obtained by numerical integration in 1km steps
  from 50 to 2000.0 km. t is the percentage of TEC above the F peak.
  95.0   97611  0.088   186   186   186   0   0   0   0 477 523  -1  35.7  66
 100.0  167351  0.152   189   189   189   0   0   0   0 542 458  -1  35.7  66
 105.0  195505  0.177   203   203   203   0   0   0   0 503 496  -1  35.7  66
 110.0  198434  0.180   233   233   233   0   0   0   0 405 594  -1  35.7  66
 115.0  193277  0.175   292   292   292   1   0   0   0 306 691  -1  35.7  66
 120.0  190295  0.172   386   386   386   3   0   0   0 249 745  -1  35.7  66
 125.0  198337  0.180   484   484   484   8   1   0   0 223 764  -1  35.7  66
 130.0  224390  0.203   564   564   564  17   1   0   0 217 758  -1  35.7  66
 135.0  245563  0.222   636   636   636  30   2   0   0 215 743  -1  35.7  66
 140.0  263774  0.239   699   699   699  50   3   0   0 212 723  -1  35.7  66
 145.0  279895  0.254   756   756   756  76   4   0   0 207 698  -1  35.7  66
 150.0  294383  0.267   805   805   830 107   5   0   0 197 672  -1  35.7  66
 155.0  307545  0.279   850   850   904 144   6   0   0 185 644  -1  35.7  66
 160.0  320133  0.290   889   889   978 187   7   0   0 172 611  -1  35.7  66
 165.0  332268  0.301   923   923  1052 234   8   0   0 158 575  -1  35.7  66
 170.0  343800  0.311   954   954  1126 285  10   0   0 144 536  -1  35.7  66
 175.0  354548  0.321   982   982  1200 338  11   0   0 131 495  -1  35.7  66
 180.0  364285  0.330  1006  1006  1274 389  11   0   0 117 456  -1  35.7  66
 185.0  372696  0.338  1028  1028  1348 434  12   0   0 105 423  -1  35.7  66
 190.0  379256  0.344  1047  1047  1422 476  13   0   0  94 391  -1  35.7  66
 195.0  386368  0.350  1064  1064  1496 519  14   0   0  84 358  -1  35.7  66
 200.0  408591  0.370  1079  1079  1568 569  15   0   0  73 317  -1  35.7  66
 205.0  431728  0.391  1092  1092  1638 618  16   0   0  64 278  -1  35.7  66
 210.0  455777  0.413  1104  1104  1702 664  16   0   0  55 241  -1  35.7  66
 215.0  480728  0.435  1115  1115  1756 707  17   0   0  47 207  -1  35.7  66
 220.0  506567  0.459  1124  1124  1796 747  18   0   0  40 175  -1  35.7  66
 225.0  533273  0.483  1133  1133  1826 783  18   0   0  33 146  -1  35.7  66
 230.0  560817  0.508  1140  1140  1849 814  18   0   0  28 121  -1  35.7  66
 235.0  589163  0.534  1147  1147  1870 842  18   0   0  23 100  -1  35.7  66
 240.0  618267  0.560  1153  1153  1889 865  18   0   0  19  82  -1  35.7  66
 245.0  648074  0.587  1158  1158  1908 885  18   0   0  16  67  -1  35.7  66
 250.0  678520  0.615  1163  1163  1927 902  18   0   0  13  55  -1  35.7  66
 255.0  709533  0.643  1167  1167  1946 915  18   0   0  11  45  -1  35.7  66
 260.0  741026  0.671  1170  1170  1965 927  18   0   0   9  37  -1  35.7  66
 265.0  772902  0.700  1174  1174  1984 937  18   0   0   7  30  -1  35.7  66
 270.0  805049  0.729  1177  1177  2003 945  18   0   0   6  24  -1  35.7  66
 275.0  837342  0.759  1179  1179  2022 952  17   0   0   5  20  -1  35.7  66
 280.0  869638  0.788  1182  1182  2041 957  17   0   0   4  16  -1  35.7  66
 285.0  901774  0.817  1184  1184  2059 962  17   0   0   4  13  -1  35.7  66
 290.0  933564  0.846  1186  1186  2078 966  16   0   0   3  11  -1  35.7  66
 295.0  964790  0.874  1187  1187  2097 969  16   0   0   2   9  -1  35.7  66
 300.0  995190  0.902  1189  1189  2116 984  16   0   0   0   0  -1  35.7  66
 305.0 1024435  0.928  1190  1190  2135 984  16   0   0   0   0  -1  35.7  66
 310.0 1052081  0.953  1191  1191  2154 984  16   0   0   0   0  -1  35.7  66
 315.0 1077423  0.976  1192  1192  2173 984  16   0   0   0   0  -1  35.7  66
 320.0 1098869  0.995  1193  1193  2192 983  16   0   0   0   0  -1  35.7  66
 325.0 1103143  0.999  1194  1194  2210 983  17   0   0   0   0  -1  35.7  66
 330.0 1099486  0.996  1195  1195  2229 983  17   0   0   0   0  -1  35.7  66
 335.0 1092930  0.990  1195  1195  2247 983  17   0   0   0   0  -1  35.7  66
 340.0 1083706  0.982  1196  1196  2264 982  17   0   0   0   0  -1  35.7  66
 345.0 1072054  0.971  1196  1196  2279 982  18   0   0   0   0  -1  35.7  66
 350.0 1058220  0.959  1197  1197  2290 982  18   0   0   0   0  -1  35.7  66
 355.0 1042450  0.944  1197  1197  2296 981  18   0   0   0   0  -1  35.7  66
 360.0 1024985  0.929  1198  1198  2297 981  18   0   0   0   0  -1  35.7  66
 365.0 1006063  0.911  1198  1198  2297 981  19   0   0   0   0  -1  35.7  66
 370.0  985906  0.893  1198  1198  2295 981  19   0   0   0   0  -1  35.7  66
 375.0  964729  0.874  1199  1199  2293 980  19   0   0   0   0  -1  35.7  66
 380.0  942730  0.854  1199  1199  2291 980  20   0   0   0   0  -1  35.7  66
 385.0  920093  0.834  1199  1199  2288 980  20   0   0   0   0  -1  35.7  66
 390.0  896989  0.813  1199  1199  2286 979  20   0   0   0   0  -1  35.7  66
 395.0  873571  0.791  1199  1199  2284 979  20   0   0   0   0  -1  35.7  66
 400.0  849976  0.770  1200  1200  2281 979  21   1   0   0   0  -1  35.7  66
 405.0  826330  0.749  1200  1200  2279 978  21   1   0   0   0  -1  35.7  66
 410.0  802741  0.727  1200  1200  2276 978  21   1   0   0   0  -1  35.7  66
 415.0  779305  0.706  1200  1200  2274 978  22   1   0   0   0  -1  35.7  66
 420.0  756105  0.685  1200  1200  2272 977  22   1   0   0   0  -1  35.7  66
 425.0  733213  0.664  1200  1200  2269 977  22   1   0   0   0  -1  35.7  66
 430.0  710689  0.644  1200  1202  2267 977  22   1   0   0   0  -1  35.7  66
 435.0  688584  0.624  1200  1212  2265 976  23   1   0   0   0  -1  35.7  66
 440.0  666939  0.604  1200  1223  2262 976  23   1   0   0   0  -1  35.7  66
 445.0  645789  0.585  1200  1235  2260 976  23   1   0   0   0  -1  35.7  66
 450.0  625159  0.566  1201  1248  2257 975  24   1   0   0   0  -1  35.7  66
 455.0  605069  0.548  1201  1262  2255 975  24   1   0   0   0  -1  35.7  66
 460.0  585535  0.530  1201  1276  2253 974  24   1   0   0   0  -1  35.7  66
 465.0  566565  0.513  1201  1290  2250 974  25   1   0   0   0  -1  35.7  66
 470.0  548165  0.497  1201  1305  2248 973  25   1   0   0   0  -1  35.7  66
 475.0  530336  0.480  1201  1320  2246 973  26   1   0   0   0  -1  35.7  66
 480.0  513076  0.465  1201  1335  2243 973  26   1   0   0   0  -1  35.7  66
 485.0  496381  0.450  1201  1350  2241 972  26   1   0   0   0  -1  35.7  66
 490.0  480244  0.435  1201  1365  2239 972  27   1   0   0   0  -1  35.7  66
 495.0  464657  0.421  1201  1380  2236 971  27   2   0   0   0  -1  35.7  66
 500.0  449609  0.407  1201  1395  2234 971  27   2   0   0   0  -1  35.7  66
 505.0  435089  0.394  1201  1410  2232 970  28   2   0   0   0  -1  35.7  66
 510.0  421085  0.381  1201  1425  2230 970  28   2   0   0   0  -1  35.7  66
 515.0  407582  0.369  1201  1440  2228 969  28   2   0   0   0  -1  35.7  66
 520.0  394568  0.357  1201  1455  2227 969  29   2   0   0   0  -1  35.7  66
 525.0  382028  0.346  1201  1470  2226 968  29   2   0   0   0  -1  35.7  66
 530.0  369947  0.335  1201  1485  2227 968  30   2   0   0   0  -1  35.7  66
 535.0  358310  0.325  1201  1500  2229 967  30   2   0   0   0  -1  35.7  66
 540.0  347104  0.314  1201  1514  2232 967  30   3   0   0   0  -1  35.7  66
 545.0  336312  0.305  1201  1529  2239 966  31   3   0   0   0  -1  35.7  66
 550.0  325921  0.295  1201  1544  2249 966  31   3   0   0   0  -1  35.7  66
 555.0  315917  0.286  1201  1559  2263 965  32   3   0   0   0  -1  35.7  66
 560.0  306284  0.277  1201  1574  2279 965  32   3   0   0   0  -1  35.7  66
 565.0  297010  0.269  1201  1589  2299 964  32   3   0   0   0  -1  35.7  66
 570.0  288080  0.261  1201  1604  2320 964  33   3   0   0   0  -1  35.7  66
 575.0  279482  0.253  1201  1619  2343 963  33   4   0   0   0  -1  35.7  66
 580.0  271203  0.246  1201  1634  2368 962  33   4   0   0   0  -1  35.7  66
 585.0  263230  0.238  1201  1649  2392 962  34   4   1   0   0  -1  35.7  66
 590.0  255551  0.232  1201  1664  2417 961  34   4   1   0   0  -1  35.7  66
 595.0  248155  0.225  1201  1679  2443 961  34   4   1   0   0  -1  35.7  66
 600.0  241031  0.218  1201  1694  2468 960  35   4   1   0   0  -1  35.7  66
 605.0  234166  0.212  1201  1709  2494 960  35   4   1   0   0  -1  35.7  66
 610.0  227552  0.206  1201  1724  2520 959  35   5   1   0   0  -1  35.7  66
 615.0  221178  0.200  1201  1739  2545 959  36   5   1   0   0  -1  35.7  66
 620.0  215034  0.195  1201  1754  2571 958  36   5   1   0   0  -1  35.7  66
 625.0  209111  0.189  1201  1769  2597 958  37   5   1   0   0  -1  35.7  66
 630.0  203400  0.184  1201  1784  2623 957  37   5   1   0   0  -1  35.7  66
 635.0  197893  0.179  1201  1799  2648 956  37   6   1   0   0  -1  35.7  66
 640.0  192580  0.174  1201  1814  2674 956  38   6   1   0   0  -1  35.7  66
 645.0  187456  0.170  1201  1829  2700 955  38   6   1   0   0  -1  35.7  66
 650.0  182511  0.165  1201  1844  2726 955  38   6   1   0   0  -1  35.7  66
 655.0  177738  0.161  1201  1859  2752 954  39   6   1   0   0  -1  35.7  66
 660.0  173131  0.157  1201  1874  2777 953  39   7   1   0   0  -1  35.7  66
 665.0  168683  0.153  1201  1889  2803 953  40   7   1   0   0  -1  35.7  66
 670.0  164387  0.149  1201  1904  2829 952  40   7   1   0   0  -1  35.7  66
 675.0  160238  0.145  1201  1919  2855 951  40   7   1   0   0  -1  35.7  66
 680.0  156229  0.142  1201  1934  2880 951  41   8   1   0   0  -1  35.7  66
 685.0  152356  0.138  1201  1949  2906 950  41   8   1   0   0  -1  35.7  66
 690.0  148612  0.135  1201  1964  2932 949  42   8   1   0   0  -1  35.7  66
 695.0  144992  0.131  1201  1979  2958 949  42   8   1   0   0  -1  35.7  66
 700.0  141492  0.128  1201  1994  2984 948  42   9   1   0   0  -1  35.7  66
 705.0  138107  0.125  1201  2009  3009 947  43   9   1   0   0  -1  35.7  66
 710.0  134833  0.122  1201  2024  3035 946  43   9   1   0   0  -1  35.7  66
 715.0  131664  0.119  1201  2039  3061 946  44  10   1   0   0  -1  35.7  66
 720.0  128598  0.116  1201  2054  3087 945  44  10   1   0   0  -1  35.7  66
 725.0  125630  0.114  1201  2069  3112 944  45  10   1   0   0  -1  35.7  66
 730.0  122756  0.111  1201  2084  3138 943  45  11   1   0   0  -1  35.7  66
 735.0  119973  0.109  1201  2099  3164 942  46  11   1   0   0  -1  35.7  66
 740.0  117277  0.106  1201  2114  3190 941  46  11   1   0   0  -1  35.7  66
 745.0  114665  0.104  1201  2129  3215 940  47  12   1   0   0  -1  35.7  66
 750.0  112133  0.102  1201  2144  3241 940  47  12   1   0   0  -1  35.7  66
